id,createdTime,fields.Temp Max,fields.Viento,fields.Lluvia,fields.Tiempo,fields.Temp Min,fields.Ubicacion,fields.Fecha
recScgsIXW0POOxvT,2024-01-10T18:14:45.000Z,18,21,14.1,Lluvias fuertes o moderadas,15,A Coruña,29 de agosto 2020
recScssMw1pQ1Mpmv,2024-01-10T18:06:20.000Z,33,10,0.0,Despejado,24,Málaga,28 de julio 2023
recSdTWA6mWToItse,2024-01-10T18:11:37.000Z,19,7,0.0,Despejado,12,Madrid,19 de noviembre 2023
recSexnQXr6h4HFcv,2024-01-10T18:15:48.000Z,12,32,8.1,Ligeras precipitaciones,10,A Coruña,4 de diciembre 2023
recSfWfH9sXnx4rIY,2024-01-10T18:08:22.000Z,17,15,0.1,Neblina,9,Madrid,27 de enero 2021
recSfgcOnq0xVuA7i,2024-01-10T18:13:31.000Z,15,22,1.4,Lluvia moderada a intervalos,10,A Coruña,11 de mayo 2023
recSfsK5xCe3lJSbl,2024-01-10T18:07:50.000Z,17,11,1.4,Ligeras lluvias,13,Málaga,11 de diciembre 2022
recSg26McSJukSNrE,2024-01-10T18:09:13.000Z,14,22,31.2,Ligeras precipitaciones,11,Madrid,15 de abril 2020
recSg3KbCdpripisu,2024-01-10T18:05:39.000Z,21,14,0.1,Lluvia moderada a intervalos,17,Málaga,26 de mayo 2021
recShnNB76zWHKQQN,2024-01-10T18:05:27.000Z,23,13,0.0,Parcialmente nublado,18,Málaga,8 de mayo 2020
recSiWRigZ335qpDH,2024-01-10T18:11:21.000Z,22,10,0.0,Parcialmente nublado,16,Madrid,26 de octubre 2022
recSim4BDJPcorfli,2024-01-10T18:08:10.000Z,14,25,0.2,Cielo cubierto,10,Madrid,9 de enero 2023
recSjTakivOFIQSO2,2024-01-10T18:09:47.000Z,21,24,0.4,Despejado,12,Madrid,5 de junio 2019
recSk2suLpFFWlSRg,2024-01-10T18:15:22.000Z,17,10,0.1,Parcialmente nublado,11,A Coruña,25 de octubre 2021
recSkGMTOaVNSbhsu,2024-01-10T18:08:44.000Z,11,35,0.1,Nublado,7,Madrid,1 de marzo 2020
recSkcUZreMpHTKMg,2024-01-10T18:04:18.000Z,10,9,0.2,Lluvia moderada a intervalos,7,Málaga,29 de enero 2023
recSmDBoBU6m5GS9G,2024-01-10T18:13:49.000Z,14,17,13.2,Lluvias fuertes o moderadas,11,A Coruña,5 de junio 2019
recSnYiwqn8VPUc6l,2024-01-10T18:09:20.000Z,21,16,1.5,Lluvia moderada a intervalos,13,Madrid,24 de abril 2020
recSoQQ4Yq3aBLSDe,2024-01-10T18:08:47.000Z,13,29,1.0,Lluvia moderada a intervalos,9,Madrid,5 de marzo 2020
recSp2GvsXirv61i2,2024-01-10T18:08:23.000Z,14,17,0.0,Neblina,9,Madrid,29 de enero 2021
recSp7QQq5320l197,2024-01-10T18:13:49.000Z,18,15,0.4,Lluvia moderada a intervalos,12,A Coruña,6 de junio 2022
recSq1FxBENz5gYzG,2024-01-10T18:13:22.000Z,17,22,0.0,Nublado,10,A Coruña,28 de abril 2022
recSs3yLzE8yOwiZm,2024-01-10T18:11:12.000Z,25,10,0.0,Despejado,15,Madrid,13 de octubre 2021
recSsHLgL4OYx1yhH,2024-01-10T18:12:55.000Z,14,31,0.0,Parcialmente nublado,10,A Coruña,17 de marzo 2021
recStsXuMG1YBHnHr,2024-01-10T18:06:23.000Z,34,9,0.0,Despejado,23,Málaga,2 de agosto 2022
recSwN2jpNHrNXTzz,2024-01-10T18:09:09.000Z,27,22,0.0,Despejado,12,Madrid,9 de abril 2023
recSyT3iUN3PWmhOt,2024-01-10T18:15:41.000Z,15,29,4.9,Periodos de lluvia moderada,10,A Coruña,24 de noviembre 2019
recSyfNpX2gSYHsrI,2024-01-10T18:10:22.000Z,35,15,0.0,Parcialmente nublado,27,Madrid,28 de julio 2020
recSzAd9XAmgo4eVx,2024-01-10T18:09:10.000Z,15,22,0.1,Parcialmente nublado,6,Madrid,12 de abril 2021
recSzR55cboG13Oh8,2024-01-10T18:11:45.000Z,10,16,0.0,Despejado,5,Madrid,2 de diciembre 2023
recT1FuVOrCUYfQXx,2024-01-10T18:06:25.000Z,30,9,0.0,Despejado,22,Málaga,4 de agosto 2019
recT1KUnHsAZngtsc,2024-01-10T18:11:45.000Z,10,14,0.0,Parcialmente nublado,4,Madrid,2 de diciembre 2022
recT1U8KgaQGxxAft,2024-01-10T18:13:01.000Z,16,23,0.0,Despejado,9,A Coruña,27 de marzo 2019
recT1UeedFGp7HXwJ,2024-01-10T18:15:07.000Z,18,13,1.2,Lluvia moderada a intervalos,15,A Coruña,2 de octubre 2019
recT1e0gE55pZSCPD,2024-01-10T18:05:48.000Z,22,12,0.0,Despejado,19,Málaga,8 de junio 2019
recT2BO3ZtOkZjQbX,2024-01-10T18:15:29.000Z,14,23,16.7,Lluvia moderada,7,A Coruña,7 de noviembre 2020
recT2MORPxlqolkpD,2024-01-10T18:11:09.000Z,26,10,0.0,Despejado,16,Madrid,8 de octubre 2022
recT3du7u3NSZGG67,2024-01-10T18:08:43.000Z,16,12,0.0,Parcialmente nublado,7,Madrid,1 de marzo 2022
recT4iARDzZTRgiZQ,2024-01-10T18:11:42.000Z,14,16,0.0,Cielo cubierto,9,Madrid,28 de noviembre 2023
recT5aFGIm0fE5A39,2024-01-10T18:05:40.000Z,26,13,0.0,Despejado,21,Málaga,28 de mayo 2019
recT5dY5l6L7GIIUa,2024-01-10T18:04:21.000Z,14,31,16.7,Fuertes lluvias,11,Málaga,1 de febrero 2019
recT733pCq1mOP3LB,2024-01-10T18:11:04.000Z,22,11,0.1,Despejado,12,Madrid,30 de septiembre 2022
recT8EpMDeOSQBqAJ,2024-01-10T18:04:39.000Z,16,10,0.0,Parcialmente nublado,12,Málaga,26 de febrero 2021
recT8lpqyh0Iapeyr,2024-01-10T18:15:44.000Z,13,22,1.9,Ligeras precipitaciones,10,A Coruña,28 de noviembre 2022
recT8tvb75rxapA8R,2024-01-10T18:14:20.000Z,22,35,0.0,Nublado,16,A Coruña,21 de julio 2020
recT8z6TXMgLEGS1O,2024-01-10T18:09:04.000Z,10,24,0.0,Parcialmente nublado,4,Madrid,1 de abril 2022
recT9aHVBl88pa8Vi,2024-01-10T18:06:44.000Z,23,17,29.6,Lluvias fuertes o moderadas,20,Málaga,3 de septiembre 2023
recTAd9CaMrIS7B9f,2024-01-10T18:13:44.000Z,20,13,0.7,Lluvia moderada a intervalos,14,A Coruña,29 de mayo 2022
recTAjkV7P0XKbYNG,2024-01-10T18:07:02.000Z,29,10,0.0,Parcialmente nublado,21,Málaga,29 de septiembre 2021
recTCXCRocWBG8xHU,2024-01-10T18:10:32.000Z,37,16,0.0,Despejado,25,Madrid,12 de agosto 2022
recTD6805VHBOE7Kk,2024-01-10T18:15:31.000Z,13,28,5.4,Ligeras precipitaciones,11,A Coruña,9 de noviembre 2023
recTE7Q20y1Os92dd,2024-01-10T18:12:02.000Z,15,22,0.0,Despejado,7,Madrid,28 de diciembre 2021
recTEFg7ZslNEGbGE,2024-01-10T18:04:50.000Z,21,7,0.0,Despejado,13,Málaga,15 de marzo 2019
recTFQoW8Hm1ofpLs,2024-01-10T18:09:17.000Z,19,34,3.5,Llovizna,10,Madrid,20 de abril 2019
recTGWLrNT4EKpXiA,2024-01-10T18:09:20.000Z,13,39,6.4,Lluvia moderada a intervalos,6,Madrid,25 de abril 2019
recTHSGJFk8HByNjF,2024-01-10T18:10:42.000Z,27,21,0.0,Despejado,15,Madrid,28 de agosto 2023
recTHZYoc0hVEGrPS,2024-01-10T18:09:06.000Z,10,17,0.0,Cielo cubierto,3,Madrid,5 de abril 2022
recTIWyIWEkRwzxNq,2024-01-10T18:06:43.000Z,28,12,0.0,Cielo cubierto,22,Málaga,1 de septiembre 2023
recTKw2ilRguHYZE7,2024-01-10T18:10:16.000Z,37,16,0.0,Despejado,25,Madrid,20 de julio 2019
recTLlK1krAdlD9Se,2024-01-10T18:13:48.000Z,15,20,0.1,Lluvia moderada a intervalos,10,A Coruña,4 de junio 2021
recTN0aEZrozgmD7x,2024-01-10T18:12:15.000Z,14,10,0.0,Parcialmente nublado,9,A Coruña,17 de enero 2021
recTNYJRAXFZWCV3x,2024-01-10T18:14:17.000Z,22,9,0.0,Parcialmente nublado,17,A Coruña,19 de julio 2021
recTOPbRm8VPb5u2f,2024-01-10T18:07:26.000Z,24,11,0.0,Parcialmente nublado,16,Málaga,5 de noviembre 2022
recTOTf49e1pCZj7P,2024-01-10T18:09:49.000Z,34,17,0.0,Despejado,20,Madrid,8 de junio 2022
recTOdyn6xwGlNb00,2024-01-10T18:11:30.000Z,10,22,3.4,Lluvias ligeras a intervalos,5,Madrid,9 de noviembre 2019
recTQ4FOFJ1pdxsev,2024-01-10T18:07:39.000Z,15,18,0.0,Despejado,8,Málaga,24 de noviembre 2021
recTQWO5XIKsbkJHx,2024-01-10T18:09:21.000Z,22,8,0.0,Despejado,9,Madrid,27 de abril 2019
recTQsCk4YgMBUYr9,2024-01-10T18:10:55.000Z,23,16,5.0,Ligeras precipitaciones,16,Madrid,15 de septiembre 2022
recTR6JwxfQZQoT7u,2024-01-10T18:09:50.000Z,34,20,0.0,Parcialmente nublado,22,Madrid,10 de junio 2021
recTRAGe89yJUFq9y,2024-01-10T18:11:58.000Z,15,54,9.3,Ligeras lluvias,10,Madrid,21 de diciembre 2019
recTS78tp1vl6a4nZ,2024-01-10T18:08:44.000Z,23,10,0.0,Despejado,10,Madrid,2 de marzo 2019
recTTTeKe1KVJB7WN,2024-01-10T18:14:09.000Z,19,35,0.2,Lluvia moderada a intervalos,16,A Coruña,6 de julio 2020
recTTVYNmX2Cje0gE,2024-01-10T18:05:21.000Z,22,15,0.0,Parcialmente nublado,15,Málaga,30 de abril 2020
recTVb6rbOmRvUgOQ,2024-01-10T18:10:14.000Z,36,21,0.0,Parcialmente nublado,23,Madrid,17 de julio 2020
recTW1vE6MXciibly,2024-01-10T18:07:23.000Z,22,12,0.0,Despejado,15,Málaga,1 de noviembre 2023
recTYx1ZFcUOayHJy,2024-01-10T18:04:54.000Z,18,8,0.0,Cielo cubierto,11,Málaga,21 de marzo 2023
recTa5mgPaBXj0P3g,2024-01-10T18:10:03.000Z,34,22,0.0,Despejado,19,Madrid,1 de julio 2023
recTckPmCkhjpZOXx,2024-01-10T18:06:05.000Z,31,13,0.0,Cielo cubierto,23,Málaga,6 de julio 2023
recTee4ELXzQLcZMM,2024-01-10T18:07:59.000Z,21,5,0.0,Despejado,14,Málaga,25 de diciembre 2022
recTeyhqUnz2NKit9,2024-01-10T18:12:40.000Z,8,15,1.8,Ligeras precipitaciones,4,A Coruña,24 de febrero 2023
recTfttP16Ksjn4Wk,2024-01-10T18:15:59.000Z,13,16,1.2,Llovizna,10,A Coruña,21 de diciembre 2023
recTfxg2piuhHwuQc,2024-01-10T18:06:25.000Z,31,12,0.0,Parcialmente nublado,22,Málaga,4 de agosto 2021
recTg1HTfucTRpkQx,2024-01-10T18:05:52.000Z,31,9,0.0,Cielo cubierto,20,Málaga,15 de junio 2022
recTgC8q56xzuTzrK,2024-01-10T18:15:48.000Z,7,36,27.6,Lluvias fuertes o moderadas,3,A Coruña,4 de diciembre 2020
recTh8uVgD3sYY7yb,2024-01-10T18:14:04.000Z,23,25,0.0,Despejado,15,A Coruña,28 de junio 2023
recTi8nbpJ67DasZ0,2024-01-10T18:15:15.000Z,14,24,27.1,Lluvias fuertes o moderadas,12,A Coruña,14 de octubre 2019
recTir9ZQOSpHQK6B,2024-01-10T18:10:48.000Z,29,19,0.2,Nublado,20,Madrid,6 de septiembre 2023
recTm92Q6Vxzza1No,2024-01-10T18:13:25.000Z,14,19,0.0,Despejado,9,A Coruña,3 de mayo 2019
recTn007zqV9nvHUn,2024-01-10T18:06:07.000Z,31,17,0.0,Parcialmente nublado,23,Málaga,7 de julio 2021
recTn7Yb8Ds0YLTh3,2024-01-10T18:10:00.000Z,29,21,0.0,Despejado,16,Madrid,26 de junio 2022
recTnUSxXkXhJgPea,2024-01-10T18:12:22.000Z,14,19,0.0,Despejado,5,A Coruña,26 de enero 2022
recTnUa3NKZvheqPo,2024-01-10T18:07:10.000Z,21,8,0.0,Nublado,19,Málaga,11 de octubre 2020
recTqViBO1bWkS2kH,2024-01-10T18:11:32.000Z,16,28,0.1,Lluvia moderada a intervalos,10,Madrid,11 de noviembre 2023
recTr0qkDUCxWLYGB,2024-01-10T18:14:43.000Z,24,19,0.0,Parcialmente nublado,17,A Coruña,28 de agosto 2022
recTs2cTK6p5gIImH,2024-01-10T18:10:50.000Z,30,15,0.0,Parcialmente nublado,19,Madrid,10 de septiembre 2021
recTuDlNAWRdcrzhD,2024-01-10T18:07:36.000Z,20,15,0.0,Nublado,13,Málaga,21 de noviembre 2022
recTuryRXevNCKMOa,2024-01-10T18:08:41.000Z,12,11,0.0,Cielo cubierto,7,Madrid,27 de febrero 2022
recTutsZVzZfMglMk,2024-01-10T18:12:46.000Z,14,26,3.8,Ligeras precipitaciones,13,A Coruña,4 de marzo 2020
recTvKRL6xLRTqFwj,2024-01-10T18:07:22.000Z,21,11,0.0,Nublado,16,Málaga,29 de octubre 2023
recTvvxR1ubdBGgLJ,2024-01-10T18:04:03.000Z,17,11,0.0,Parcialmente nublado,12,Málaga,5 de enero 2023
recTx28Fj53sUCNju,2024-01-10T18:07:06.000Z,23,18,0.0,Parcialmente nublado,17,Málaga,5 de octubre 2020
recTxwEzwOO7HKG3P,2024-01-10T18:07:36.000Z,20,40,0.0,Despejado,14,Málaga,19 de noviembre 2021
recTxwvjjhYwCNpHx,2024-01-10T18:05:35.000Z,21,12,0.0,Parcialmente nublado,18,Málaga,20 de mayo 2021
recTy1gWzKfAKOHSD,2024-01-10T18:08:40.000Z,18,10,0.0,Nublado,8,Madrid,24 de febrero 2019
recU0CF6TXeBTw1zs,2024-01-10T18:05:24.000Z,17,10,2.4,Ligeras precipitaciones,14,Málaga,4 de mayo 2022
recU2jnq7zF3CYCIs,2024-01-10T18:06:36.000Z,31,13,0.0,Despejado,24,Málaga,22 de agosto 2022
recU3Pgol3QY0UEnp,2024-01-10T18:07:23.000Z,23,9,0.0,Despejado,19,Málaga,1 de noviembre 2022
recU3fGs2ECSf7Ler,2024-01-10T18:15:37.000Z,17,10,0.0,Despejado,8,A Coruña,19 de noviembre 2021
recU5EDwrg3UXpsxK,2024-01-10T18:12:19.000Z,12,25,0.0,Despejado,4,A Coruña,23 de enero 2023
recU5bURhZGcpj6pv,2024-01-10T18:09:04.000Z,16,15,0.9,Llovizna a intervalos,8,Madrid,31 de marzo 2019
recU5oJZd1s4KsjwH,2024-01-10T18:09:55.000Z,29,28,0.0,Despejado,20,Madrid,18 de junio 2019
recU62IqYITQAvNFV,2024-01-10T18:04:15.000Z,12,8,0.1,Nublado,7,Málaga,25 de enero 2023
recU88ACwHwfFNx6t,2024-01-10T18:06:04.000Z,33,13,0.0,Despejado,24,Málaga,4 de julio 2021
recU8Y1w90KciEzHj,2024-01-10T18:13:22.000Z,12,33,6.9,Ligeras precipitaciones,7,A Coruña,29 de abril 2020
recU8cSCCkiDW19DC,2024-01-10T18:10:34.000Z,35,16,0.0,Despejado,22,Madrid,15 de agosto 2019
recUA3QmYOFVWrP2o,2024-01-10T18:08:44.000Z,14,48,8.8,Ligeras lluvias,8,Madrid,2 de marzo 2020
recUAVFJkllbaaIvl,2024-01-10T18:13:57.000Z,21,18,6.3,Ligeras precipitaciones,14,A Coruña,18 de junio 2023
recUB2E5umH5e8pz8,2024-01-10T18:15:02.000Z,21,10,0.4,Lluvia moderada a intervalos,17,A Coruña,25 de septiembre 2023
recUBItTZAAyhVYLV,2024-01-10T18:09:57.000Z,27,25,4.3,Intervalos de lluvias ligeras con tomenta en la región,19,Madrid,21 de junio 2023
recUBWWkfAoJnRdGH,2024-01-10T18:06:40.000Z,31,12,0.0,Despejado,23,Málaga,27 de agosto 2022
recUBmvig2mbQH6YT,2024-01-10T18:04:51.000Z,17,11,0.1,Lluvia moderada a intervalos,12,Málaga,18 de marzo 2022
recUCEiZPXBHuqniC,2024-01-10T18:10:27.000Z,37,13,0.0,Parcialmente nublado,25,Madrid,6 de agosto 2020
recUCNCnV3OJ9CWAj,2024-01-10T18:09:21.000Z,18,28,0.0,Parcialmente nublado,13,Madrid,26 de abril 2020
recUCl3P8EeiMYBfT,2024-01-10T18:10:12.000Z,42,20,0.0,Despejado,27,Madrid,15 de julio 2022
recUD6bjwopZ5Izcp,2024-01-10T18:04:21.000Z,17,17,0.1,Lluvia moderada a intervalos,14,Málaga,1 de febrero 2021
recUDSXssOaSLTvee,2024-01-10T18:13:01.000Z,13,14,0.0,Parcialmente nublado,9,A Coruña,28 de marzo 2021
recUFTK3puWUmgJ9B,2024-01-10T18:08:44.000Z,13,11,0.0,Cielo cubierto,7,Madrid,2 de marzo 2021
recUFgzrJNxC6yMQV,2024-01-10T18:11:57.000Z,10,16,1.0,Llovizna,4,Madrid,20 de diciembre 2023
recUKVcX6HV95gUvt,2024-01-10T18:07:03.000Z,27,7,0.0,Despejado,21,Málaga,2 de octubre 2023
recUL6LzzU7ZSopmE,2024-01-10T18:13:45.000Z,18,26,0.0,Parcialmente nublado,12,A Coruña,30 de mayo 2021
recULCEjbx6Z5ODa0,2024-01-10T18:08:32.000Z,17,14,0.2,Despejado,7,Madrid,11 de febrero 2019
recUMZY42J43FB3B0,2024-01-10T18:08:55.000Z,18,15,0.5,Parcialmente nublado,9,Madrid,18 de marzo 2020
recUMyHa3CJmPSFWa,2024-01-10T18:08:21.000Z,14,15,0.0,Parcialmente nublado,6,Madrid,24 de enero 2019
recUN4T4aPQQvG0zR,2024-01-10T18:15:39.000Z,15,38,7.5,Ligeras precipitaciones,10,A Coruña,21 de noviembre 2022
recUP04UwWxb1djg5,2024-01-10T18:08:32.000Z,12,28,0.0,Cielo cubierto,6,Madrid,13 de febrero 2022
recUPRO8UyEKhhQ3b,2024-01-10T18:07:16.000Z,22,9,2.4,Lluvia moderada a intervalos,18,Málaga,21 de octubre 2020
recUR64iL4WpCx0YN,2024-01-10T18:06:23.000Z,38,16,0.0,Despejado,25,Málaga,2 de agosto 2023
recURia5t5uHkJUQT,2024-01-10T18:09:37.000Z,21,15,0.0,Parcialmente nublado,11,Madrid,20 de mayo 2019
recUSn2rj3tnBbOI5,2024-01-10T18:12:15.000Z,10,27,6.3,Periodos de lluvia moderada,8,A Coruña,17 de enero 2020
recUTHVaoXgVA104O,2024-01-10T18:14:43.000Z,21,10,0.0,Parcialmente nublado,15,A Coruña,28 de agosto 2021
recUTMo3Z63SgvXVr,2024-01-10T18:08:23.000Z,15,8,0.0,Despejado,5,Madrid,30 de enero 2022
recUUTf6ZoCRPT7EG,2024-01-10T18:05:20.000Z,20,10,0.5,Cielos tormentosos en las aproximaciones,13,Málaga,28 de abril 2022
recUVO4uXNKpYai87,2024-01-10T18:07:37.000Z,16,20,30.4,Ligeras precipitaciones,10,Málaga,22 de noviembre 2019
recUWwXLiLgXFP8eu,2024-01-10T18:14:09.000Z,20,13,4.8,Ligeras precipitaciones,16,A Coruña,5 de julio 2019
recUX3bHbVPFZjyws,2024-01-10T18:06:18.000Z,39,23,0.0,Despejado,28,Málaga,26 de julio 2022
recUXHdmurSkaSkqg,2024-01-10T18:10:03.000Z,32,23,0.0,Parcialmente nublado,25,Madrid,1 de julio 2020
recUXuDDrdSHUwDF9,2024-01-10T18:10:06.000Z,36,27,0.0,Despejado,21,Madrid,4 de julio 2022
recUXyu2zeqPahRb2,2024-01-10T18:11:09.000Z,26,14,0.6,Lluvia moderada a intervalos,15,Madrid,9 de octubre 2022
recUYA2NSnIUBL5vh,2024-01-10T18:11:30.000Z,15,13,1.6,Ligeras precipitaciones,12,Madrid,9 de noviembre 2022
recUYK8lZ8yYKoXt7,2024-01-10T18:05:21.000Z,24,14,1.7,Parcialmente nublado,18,Málaga,30 de abril 2023
recUZD2YnLTeHWm1r,2024-01-10T18:06:18.000Z,31,11,0.0,Despejado,24,Málaga,26 de julio 2023
recUaLZMkwlHCvoDh,2024-01-10T18:09:51.000Z,22,27,0.2,Nublado,17,Madrid,11 de junio 2020
recUcmw2xZBndmfsl,2024-01-10T18:11:39.000Z,14,27,0.4,Lluvia moderada a intervalos,9,Madrid,23 de noviembre 2022
recUcukExayd709RC,2024-01-10T18:10:19.000Z,36,15,0.0,Despejado,23,Madrid,26 de julio 2022
recUd7KfQPlc8Gboj,2024-01-10T18:12:20.000Z,11,24,8.8,Ligeras precipitaciones,9,A Coruña,24 de enero 2021
recUdKK98gfHZjLsI,2024-01-10T18:06:25.000Z,33,10,0.0,Despejado,24,Málaga,6 de agosto 2022
recUfJVoOoww2nJWB,2024-01-10T18:07:14.000Z,24,11,0.0,Parcialmente nublado,20,Málaga,17 de octubre 2021
recUgEuN99BklCnJO,2024-01-10T18:05:51.000Z,30,27,0.0,Despejado,20,Málaga,13 de junio 2023
recUgaaJ1J7k6CWEv,2024-01-10T18:07:28.000Z,18,9,0.0,Parcialmente nublado,13,Málaga,8 de noviembre 2023
recUhclAMeq78A0n2,2024-01-10T18:05:45.000Z,26,24,0.0,Parcialmente nublado,20,Málaga,4 de junio 2020
recUhlNZkp3xdSCW2,2024-01-10T18:05:52.000Z,26,11,0.0,Parcialmente nublado,19,Málaga,14 de junio 2021
recUi2n5vfyzGeAyD,2024-01-10T18:08:40.000Z,10,22,1.5,Llovizna,7,Madrid,25 de febrero 2022
recUiOsWiyuioYnh0,2024-01-10T18:05:48.000Z,24,19,0.0,Parcialmente nublado,19,Málaga,8 de junio 2020
recUjJ0cPxGETr4oQ,2024-01-10T18:14:22.000Z,19,12,3.3,Ligeras precipitaciones,16,A Coruña,26 de julio 2019
recUjbuW1gErKRM20,2024-01-10T18:04:33.000Z,18,11,0.0,Despejado,11,Málaga,20 de febrero 2023
recUjo7oKQYitpjOD,2024-01-10T18:07:44.000Z,16,5,0.0,Parcialmente nublado,13,Málaga,3 de diciembre 2022
recUlIDleqwYeYIt5,2024-01-10T18:04:57.000Z,24,14,0.0,Despejado,14,Málaga,25 de marzo 2023
recUnCdIMqkXfJWWp,2024-01-10T18:05:42.000Z,31,12,0.0,Despejado,18,Málaga,31 de mayo 2022
recUnbQCaVfFmQkZo,2024-01-10T18:14:17.000Z,21,9,0.0,Parcialmente nublado,14,A Coruña,18 de julio 2019
recUnkvGmlN1F97AG,2024-01-10T18:12:02.000Z,14,7,0.0,Parcialmente nublado,8,Madrid,26 de diciembre 2019
recUomJwHmKzxyRkw,2024-01-10T18:11:53.000Z,14,30,1.2,Ligeras precipitaciones,9,Madrid,14 de diciembre 2022
recUqlwDMGs0acH18,2024-01-10T18:04:20.000Z,14,16,0.2,Lluvia moderada a intervalos,8,Málaga,30 de enero 2023
recUrsON0G9ik9Cqq,2024-01-10T18:04:58.000Z,18,19,0.0,Parcialmente nublado,13,Málaga,26 de marzo 2019
recUt8AmCMrb0pRj8,2024-01-10T18:15:45.000Z,14,18,0.0,Parcialmente nublado,9,A Coruña,1 de diciembre 2020
recUv0dK9LuCTxbQV,2024-01-10T18:04:12.000Z,12,16,18.7,Lluvia moderada,6,Málaga,20 de enero 2021
recUvWKDUladS5WNp,2024-01-10T18:11:55.000Z,10,18,0.7,Cielo cubierto,6,Madrid,16 de diciembre 2020
recUwC7h0KL9EFIyR,2024-01-10T18:09:32.000Z,19,23,0.4,Cielos tormentosos en las aproximaciones,7,Madrid,13 de mayo 2023
recUxJzFSWa4uFNAu,2024-01-10T18:12:31.000Z,15,13,0.0,Despejado,5,A Coruña,10 de febrero 2023
recUzDXkWi3QYILYj,2024-01-10T18:10:11.000Z,34,28,1.2,Lluvia moderada a intervalos,25,Madrid,13 de julio 2019
recV0HJqnQY3BbEpC,2024-01-10T18:14:37.000Z,19,17,11.0,Lluvias fuertes o moderadas,13,A Coruña,17 de agosto 2020
recV1pvEaw7WdTWR1,2024-01-10T18:12:39.000Z,16,15,0.0,Nublado,9,A Coruña,21 de febrero 2019
recV2QdUuAkKLh0F7,2024-01-10T18:12:46.000Z,10,22,0.8,Lluvia moderada a intervalos,7,A Coruña,4 de marzo 2022
recV2j6Q8dZXbOhvk,2024-01-10T18:15:35.000Z,15,28,10.8,Lluvia moderada,13,A Coruña,15 de noviembre 2020
recV3lCtgLqF8KuOk,2024-01-10T18:09:02.000Z,25,27,0.0,Cielo cubierto,12,Madrid,30 de marzo 2023
recV44F3WJpWOgh36,2024-01-10T18:05:04.000Z,17,16,0.0,Parcialmente nublado,11,Málaga,3 de abril 2020
recV5TegWG0B9FjOL,2024-01-10T18:11:34.000Z,12,5,4.1,Ligeras lluvias,11,Madrid,14 de noviembre 2020
recV6yklEFW5XCecU,2024-01-10T18:04:31.000Z,19,10,0.0,Despejado,13,Málaga,14 de febrero 2020
recV7JEpa1EPjS0iB,2024-01-10T18:15:50.000Z,14,35,5.1,Ligeras precipitaciones,10,A Coruña,9 de diciembre 2021
recV7wYBF2l5ZYJ2j,2024-01-10T18:06:56.000Z,27,11,0.0,Nublado,20,Málaga,20 de septiembre 2020
recV8ILnMdLFjqgFz,2024-01-10T18:15:50.000Z,16,36,7.3,Ligeras precipitaciones,13,A Coruña,9 de diciembre 2023
recV9oWnhuBa1Sdrk,2024-01-10T18:05:31.000Z,24,16,0.0,Parcialmente nublado,16,Málaga,13 de mayo 2021
recVAHrn6SC22gXYV,2024-01-10T18:06:08.000Z,29,10,0.0,Despejado,25,Málaga,9 de julio 2020
recVB0yTVOy0wgFVj,2024-01-10T18:14:57.000Z,22,13,0.2,Parcialmente nublado,17,A Coruña,16 de septiembre 2020
recVCLSRz5fLVtYkx,2024-01-10T18:13:00.000Z,15,10,0.0,Parcialmente nublado,11,A Coruña,25 de marzo 2020
recVDBxkm1UwsMags,2024-01-10T18:07:32.000Z,24,18,0.0,Parcialmente nublado,17,Málaga,15 de noviembre 2022
recVDT1Bw5WQWG5PB,2024-01-10T18:15:59.000Z,11,28,25.1,Lluvias fuertes o moderadas,9,A Coruña,20 de diciembre 2019
recVEgsTKvRm0AQJV,2024-01-10T18:10:04.000Z,38,28,0.6,Despejado,22,Madrid,3 de julio 2023
recVGBLieml9XUu42,2024-01-10T18:05:25.000Z,23,9,0.0,Despejado,15,Málaga,6 de mayo 2022
recVHGTcsI9z3MUXz,2024-01-10T18:09:38.000Z,26,14,0.0,Parcialmente nublado,15,Madrid,22 de mayo 2019
recVHKYUrqIQmERKz,2024-01-10T18:15:44.000Z,15,32,8.5,Ligeras precipitaciones,12,A Coruña,29 de noviembre 2023
recVHcxp4mFwQBOhz,2024-01-10T18:09:54.000Z,25,16,0.0,Parcialmente nublado,17,Madrid,15 de junio 2020
recVI5ehAuFM4Nw1j,2024-01-10T18:06:55.000Z,31,10,0.0,Parcialmente nublado,23,Málaga,18 de septiembre 2021
recVJYHuE4ee202ou,2024-01-10T18:13:39.000Z,16,29,0.0,Nublado,12,A Coruña,23 de mayo 2020
recVKCbj3YdLUFnc7,2024-01-10T18:11:05.000Z,25,23,0.0,Despejado,15,Madrid,2 de octubre 2019
recVKRp9VvW0GJDFY,2024-01-10T18:15:01.000Z,18,25,3.8,Ligeras precipitaciones,15,A Coruña,22 de septiembre 2019
recVKkpATdJC8gFKo,2024-01-10T18:15:39.000Z,10,21,13.3,Lluvia moderada,8,A Coruña,20 de noviembre 2019
recVLiBRSeFGj9Bqj,2024-01-10T18:12:20.000Z,11,7,0.5,Lluvia moderada a intervalos,8,A Coruña,24 de enero 2020
recVNNJz20lJv3Ul5,2024-01-10T18:04:21.000Z,15,16,1.1,Lluvia moderada a intervalos,13,Málaga,31 de enero 2019
