id,createdTime,fields.Temp Max,fields.Viento,fields.Lluvia,fields.Tiempo,fields.Temp Min,fields.Ubicacion,fields.Fecha
rec01K8KaBvXI5EDf,2024-01-10T18:09:14.000Z,24,18,0.0,Parcialmente nublado,12,Madrid,18 de abril 2022
rec01RliefQAF5CmE,2024-01-10T18:05:28.000Z,25,14,0.0,Nublado,17,Málaga,11 de mayo 2023
rec0254oU7MTF0767,2024-01-10T18:09:09.000Z,15,24,3.3,Ligeras lluvias,7,Madrid,8 de abril 2019
rec02B5YN7d2RuV6R,2024-01-10T18:04:48.000Z,19,8,0.0,Despejado,14,Málaga,12 de marzo 2019
rec02asH1NVvXJfjK,2024-01-10T18:15:39.000Z,14,19,0.0,Parcialmente nublado,9,A Coruña,20 de noviembre 2020
rec03DWsUF3xV5Qpb,2024-01-10T18:10:46.000Z,31,11,0.0,Parcialmente nublado,21,Madrid,3 de septiembre 2021
rec03iOIDHZglvfd4,2024-01-10T18:12:48.000Z,9,23,0.0,Nublado,6,A Coruña,7 de marzo 2021
rec04yyrpAd4lRQGe,2024-01-10T18:16:00.000Z,12,27,9.0,Ligeras precipitaciones,9,A Coruña,23 de diciembre 2020
rec05S9RaAqyVKwah,2024-01-10T18:07:52.000Z,14,11,2.2,Ligeras precipitaciones,12,Málaga,15 de diciembre 2022
rec05h2V60dReaq3f,2024-01-10T18:06:15.000Z,28,10,0.0,Parcialmente nublado,24,Málaga,19 de julio 2020
rec06HwixVFXz77HU,2024-01-10T18:06:45.000Z,28,11,0.0,Despejado,22,Málaga,5 de septiembre 2023
rec06rI7Or0QWf3YN,2024-01-10T18:06:41.000Z,34,14,0.0,Parcialmente nublado,24,Málaga,29 de agosto 2021
rec082aluO7uQZM5L,2024-01-10T18:05:31.000Z,19,28,4.7,Ligeras precipitaciones,14,Málaga,14 de mayo 2020
rec08FcJcAK4E6cw0,2024-01-10T18:07:09.000Z,25,6,0.0,Parcialmente nublado,19,Málaga,8 de octubre 2020
rec0Bynwqw7wolk5m,2024-01-10T18:07:16.000Z,28,10,0.0,Despejado,20,Málaga,21 de octubre 2022
rec0CIFRad92k1dw7,2024-01-10T18:05:31.000Z,24,9,0.0,Nublado,17,Málaga,15 de mayo 2022
rec0D25GgmtSpmFVJ,2024-01-10T18:14:57.000Z,22,26,0.5,Parcialmente nublado,17,A Coruña,16 de septiembre 2019
rec0DI951S8bWQLwS,2024-01-10T18:11:20.000Z,22,9,0.0,Cielo cubierto,12,Madrid,24 de octubre 2021
rec0DPPOkAKltvFt3,2024-01-10T18:09:49.000Z,21,15,3.9,Ligeras precipitaciones,16,Madrid,8 de junio 2023
rec0Df4x7kInJorqb,2024-01-10T18:11:14.000Z,20,19,0.4,Lluvia moderada a intervalos,15,Madrid,16 de octubre 2023
rec0E98Z05JGybbl6,2024-01-10T18:12:09.000Z,13,11,0.0,Parcialmente nublado,7,A Coruña,6 de enero 2019
rec0EKoxkkLpQCu9n,2024-01-10T18:04:27.000Z,16,25,16.8,Lluvias con tormenta fuertes o moderadas en la región,11,Málaga,8 de febrero 2021
rec0EZ078By1M7Kh0,2024-01-10T18:15:54.000Z,14,29,5.7,Ligeras precipitaciones,13,A Coruña,14 de diciembre 2019
rec0EfQYxYjuLqArC,2024-01-10T18:11:32.000Z,8,31,2.7,Ligeras lluvias,5,Madrid,10 de noviembre 2019
rec0FNlSJ9zui6HSw,2024-01-10T18:06:25.000Z,31,9,0.0,Despejado,25,Málaga,5 de agosto 2019
rec0GwY0u54hpI8Xo,2024-01-10T18:14:49.000Z,23,17,4.9,Cielo cubierto,17,A Coruña,5 de septiembre 2023
rec0IDd73h0SLp5uc,2024-01-10T18:09:30.000Z,18,26,3.6,Intervalos de lluvias ligeras con tomenta en la región,8,Madrid,12 de mayo 2023
rec0IJEvLsJ7DmTgU,2024-01-10T18:05:44.000Z,30,14,0.0,Despejado,16,Málaga,4 de junio 2022
rec0IdNXaVUR7HcfA,2024-01-10T18:08:19.000Z,6,18,0.0,Parcialmente nublado,0,Madrid,24 de enero 2023
rec0K2h1V7BEVpe0L,2024-01-10T18:11:08.000Z,22,9,0.0,Parcialmente nublado,13,Madrid,6 de octubre 2020
rec0KEFpKRT8MiYiw,2024-01-10T18:09:26.000Z,24,16,0.0,Despejado,11,Madrid,4 de mayo 2019
rec0KF0APepGy0Jpw,2024-01-10T18:15:06.000Z,19,15,0.5,Ligeras precipitaciones,14,A Coruña,1 de octubre 2021
rec0LR5N8C7NJ1Esn,2024-01-10T18:09:46.000Z,23,28,0.8,Lluvia moderada a intervalos,17,Madrid,4 de junio 2020
rec0M0dhaDdlnWbBK,2024-01-10T18:13:13.000Z,19,17,2.4,Llovizna a intervalos,11,A Coruña,15 de abril 2023
rec0M43fyK1ezN3kM,2024-01-10T18:10:50.000Z,28,17,1.3,Lluvia moderada a intervalos,21,Madrid,9 de septiembre 2023
rec0MU7zN6MHjZIaT,2024-01-10T18:06:47.000Z,32,14,0.0,Parcialmente nublado,23,Málaga,7 de septiembre 2022
rec0Mt4qpL0iRuGvf,2024-01-10T18:13:49.000Z,23,20,1.5,Lluvia moderada a intervalos,15,A Coruña,6 de junio 2023
rec0NMCZ7zDsTMnin,2024-01-10T18:06:40.000Z,28,13,0.0,Despejado,23,Málaga,28 de agosto 2023
rec0Nz5UJ0JDfERH2,2024-01-10T18:06:35.000Z,27,9,0.0,Parcialmente nublado,24,Málaga,19 de agosto 2021
rec0OZ5L56PZ2Rt2y,2024-01-10T18:12:05.000Z,8,20,0.0,Nublado,4,Madrid,31 de diciembre 2023
rec0P1mGSnmlVtd8i,2024-01-10T18:12:01.000Z,10,23,1.2,Llovizna,7,Madrid,26 de diciembre 2021
rec0PvoyNwbtYgJVo,2024-01-10T18:09:38.000Z,21,16,1.9,Parcialmente nublado,12,Madrid,23 de mayo 2021
rec0RjVzVA3xYAb3B,2024-01-10T18:12:43.000Z,14,24,0.1,Lluvia moderada a intervalos,9,A Coruña,27 de febrero 2020
rec0SxhWadHTWg82m,2024-01-10T18:11:09.000Z,25,10,0.0,Parcialmente nublado,18,Madrid,8 de octubre 2020
rec0UKlA1QvjkURFV,2024-01-10T18:15:22.000Z,18,36,7.8,Ligeras precipitaciones,14,A Coruña,25 de octubre 2023
rec0VPxZ0cMcs5tgB,2024-01-10T18:06:55.000Z,25,13,0.0,Despejado,20,Málaga,19 de septiembre 2023
rec0VtJjlBHoLvxrg,2024-01-10T18:08:43.000Z,10,10,0.0,Despejado,-1,Madrid,28 de febrero 2023
rec0WtelNL1EHyBTg,2024-01-10T18:12:07.000Z,10,19,0.8,Llovizna,7,A Coruña,5 de enero 2022
rec0WzQiCjKdM5wFh,2024-01-10T18:06:08.000Z,34,10,0.0,Despejado,22,Málaga,10 de julio 2023
rec0XEGNS92xj0QIq,2024-01-10T18:14:58.000Z,23,9,0.8,Despejado,16,A Coruña,19 de septiembre 2019
rec0XdoLtSg4dnfxJ,2024-01-10T18:08:07.000Z,13,12,0.0,Parcialmente nublado,6,Madrid,4 de enero 2020
rec0XgwsxYLZqYKd9,2024-01-10T18:15:46.000Z,13,19,0.0,Parcialmente nublado,6,A Coruña,3 de diciembre 2022
rec0YC1LU78gq6jMq,2024-01-10T18:05:59.000Z,32,19,0.0,Despejado,20,Málaga,26 de junio 2022
rec0YTvAtlEqIohWY,2024-01-10T18:10:36.000Z,35,13,0.0,Despejado,23,Madrid,19 de agosto 2023
rec0YteAjOM7M9iS5,2024-01-10T18:12:35.000Z,18,11,0.0,Despejado,10,A Coruña,16 de febrero 2019
rec0Z901quFMU9IF8,2024-01-10T18:12:26.000Z,15,24,0.0,Despejado,8,A Coruña,1 de febrero 2023
rec0Zgni0ubuYY5EB,2024-01-10T18:06:50.000Z,23,24,0.0,Parcialmente nublado,18,Málaga,11 de septiembre 2019
rec0awpY71y6OVLHW,2024-01-10T18:05:35.000Z,22,17,2.1,Lluvia moderada a intervalos,16,Málaga,20 de mayo 2023
rec0b1IfACIYSpNxu,2024-01-10T18:07:15.000Z,22,13,0.0,Parcialmente nublado,19,Málaga,19 de octubre 2019
rec0bwaMDYsqouCNR,2024-01-10T18:04:15.000Z,14,20,6.4,Ligeras precipitaciones,9,Málaga,23 de enero 2020
rec0ckE5GM6C0kJi4,2024-01-10T18:10:29.000Z,37,26,0.3,Parcialmente nublado,28,Madrid,8 de agosto 2020
rec0dvHkqlbLFpjYQ,2024-01-10T18:08:21.000Z,7,9,6.4,Ligeras lluvias,1,Madrid,24 de enero 2020
rec0e4d5tkv6DZmfI,2024-01-10T18:04:04.000Z,12,27,111.3,Fuertes lluvias,6,Málaga,8 de enero 2021
rec0g2Y3Le5EXIy5Q,2024-01-10T18:10:42.000Z,31,9,0.0,Despejado,22,Madrid,28 de agosto 2019
rec0hHEsxpMmxu30R,2024-01-10T18:07:19.000Z,22,15,0.0,Despejado,16,Málaga,25 de octubre 2020
rec0haZ6eIdZr4YrX,2024-01-10T18:10:00.000Z,28,32,0.0,Parcialmente nublado,22,Madrid,27 de junio 2021
rec0hbYMb2WvvVKvb,2024-01-10T18:15:12.000Z,15,18,0.6,Cielo cubierto,11,A Coruña,12 de octubre 2020
rec0hp0kSGLOVW7ln,2024-01-10T18:15:02.000Z,18,24,18.2,Periodos de lluvia moderada,15,A Coruña,24 de septiembre 2019
rec0i7vUhjrmz7vBn,2024-01-10T18:15:09.000Z,18,19,3.5,Ligeras precipitaciones,14,A Coruña,6 de octubre 2020
rec0iEJwB78YXzi3K,2024-01-10T18:07:05.000Z,31,9,0.0,Despejado,21,Málaga,4 de octubre 2022
rec0iO80PiIiM2VC1,2024-01-10T18:06:00.000Z,31,17,0.0,Despejado,19,Málaga,27 de junio 2022
rec0iQlj7JVIxPzGa,2024-01-10T18:08:57.000Z,9,30,7.6,Ligeras lluvias,8,Madrid,23 de marzo 2022
rec0j1qW8i7xwArdm,2024-01-10T18:08:55.000Z,14,15,0.1,Parcialmente nublado,9,Madrid,19 de marzo 2022
rec0j6fT5aALSgbOu,2024-01-10T18:08:04.000Z,13,4,0.0,Parcialmente nublado,8,Madrid,1 de enero 2020
rec0jadX4EjA0nTds,2024-01-10T18:12:48.000Z,13,13,1.2,Cielo cubierto,9,A Coruña,8 de marzo 2019
rec0kUriWpJzVp6kN,2024-01-10T18:06:01.000Z,32,11,0.0,Despejado,20,Málaga,30 de junio 2022
rec0lAD44DyrLJP2o,2024-01-10T18:16:04.000Z,13,32,0.4,Lluvia moderada a intervalos,8,A Coruña,28 de diciembre 2022
rec0loGHjmOKsRkqA,2024-01-10T18:05:05.000Z,14,25,3.5,Ligeras precipitaciones,10,Málaga,6 de abril 2019
rec0mxNOvfgtQtRSU,2024-01-10T18:06:56.000Z,23,21,2.8,Ligeras precipitaciones,21,Málaga,21 de septiembre 2021
rec0nlh1sIzq1ajlc,2024-01-10T18:13:50.000Z,19,16,0.3,Lluvia moderada a intervalos,15,A Coruña,8 de junio 2022
rec0nqXauFqofYZQ4,2024-01-10T18:04:48.000Z,12,15,10.4,Ligeras lluvias,9,Málaga,14 de marzo 2022
rec0o2NQjIpRv2Pl9,2024-01-10T18:05:35.000Z,26,9,0.0,Parcialmente nublado,20,Málaga,19 de mayo 2020
rec0o4aV0DVHTWOwu,2024-01-10T18:05:24.000Z,18,11,0.0,Parcialmente nublado,14,Málaga,3 de mayo 2021
rec0oSHswLekwUCdR,2024-01-10T18:11:59.000Z,11,36,0.8,Lluvia moderada a intervalos,9,Madrid,22 de diciembre 2019
rec0pAOgy2AuluB3m,2024-01-10T18:12:01.000Z,11,4,0.0,Despejado,4,Madrid,26 de diciembre 2023
rec0poAEyl2MLALwM,2024-01-10T18:10:18.000Z,35,26,0.0,Despejado,21,Madrid,24 de julio 2023
rec0pxblRiGEN3Qhn,2024-01-10T18:10:02.000Z,39,47,4.1,Despejado,24,Madrid,28 de junio 2023
rec0rW9FRJ6rqsm68,2024-01-10T18:06:18.000Z,31,9,0.0,Parcialmente nublado,25,Málaga,25 de julio 2020
rec0rnw1pMWJKZTHI,2024-01-10T18:10:26.000Z,33,20,0.0,Despejado,16,Madrid,5 de agosto 2023
rec0rp3k5PKZ74Psy,2024-01-10T18:10:46.000Z,24,38,62.4,Intervalos de lluvias ligeras con tomenta en la región,16,Madrid,3 de septiembre 2023
rec0s9Tc5Jmbi64NV,2024-01-10T18:11:51.000Z,15,6,0.0,Despejado,6,Madrid,12 de diciembre 2021
rec0sMd4iYZvDE2By,2024-01-10T18:15:36.000Z,17,25,10.2,Ligeras precipitaciones,13,A Coruña,16 de noviembre 2023
rec0tCwSktvrJQ3fT,2024-01-10T18:15:59.000Z,12,27,2.8,Ligeras precipitaciones,8,A Coruña,20 de diciembre 2020
rec0u2ix0gwIveTxX,2024-01-10T18:15:02.000Z,19,11,1.4,Ligeras precipitaciones,15,A Coruña,25 de septiembre 2021
rec0uRF5GYJPLSt2R,2024-01-10T18:11:10.000Z,23,11,0.0,Parcialmente nublado,16,Madrid,11 de octubre 2022
rec0wP64gHjYxvtnO,2024-01-10T18:10:22.000Z,34,21,0.0,Despejado,25,Madrid,30 de julio 2021
rec0zBYZOqwWrS4sW,2024-01-10T18:05:05.000Z,22,14,0.0,Cielo cubierto,11,Málaga,6 de abril 2023
rec0zQVI7AU46oNkX,2024-01-10T18:05:51.000Z,26,9,0.0,Parcialmente nublado,20,Málaga,13 de junio 2021
rec10ShGBte7Ic1kC,2024-01-10T18:05:44.000Z,24,10,0.0,Cielo cubierto,17,Málaga,3 de junio 2019
rec12h9TLmzZGOwzI,2024-01-10T18:06:41.000Z,33,13,0.2,Lluvia moderada a intervalos,23,Málaga,30 de agosto 2022
rec14Ysaw4rx7wX4V,2024-01-10T18:14:13.000Z,16,18,4.9,Ligeras precipitaciones,13,A Coruña,12 de julio 2021
rec157ReUGjjW8oRP,2024-01-10T18:05:32.000Z,27,7,0.0,Parcialmente nublado,18,Málaga,15 de mayo 2021
rec15YlA9kY4jJyiY,2024-01-10T18:07:22.000Z,21,9,0.0,Despejado,18,Málaga,29 de octubre 2020
rec15llLjxgK1ryGX,2024-01-10T18:05:12.000Z,19,14,0.0,Parcialmente nublado,13,Málaga,16 de abril 2019
rec16xCrDzPyBbkmA,2024-01-10T18:07:27.000Z,17,15,0.0,Despejado,13,Málaga,6 de noviembre 2019
rec16xzGZqH1oaXmI,2024-01-10T18:13:38.000Z,18,32,0.0,Parcialmente nublado,12,A Coruña,21 de mayo 2023
rec192Fzw0tWigNo9,2024-01-10T18:08:24.000Z,13,16,0.0,Neblina,8,Madrid,31 de enero 2020
rec19ldOk3AGaiJIC,2024-01-10T18:15:03.000Z,18,19,0.2,Cielo cubierto,15,A Coruña,26 de septiembre 2019
rec19od28jIF0b75E,2024-01-10T18:14:25.000Z,26,33,0.0,Parcialmente nublado,16,A Coruña,30 de julio 2022
rec1AL3R8LgQhjLa3,2024-01-10T18:05:21.000Z,20,10,0.0,Despejado,15,Málaga,30 de abril 2019
rec1AZb6kRmdluARb,2024-01-10T18:05:48.000Z,29,11,0.0,Despejado,22,Málaga,9 de junio 2022
rec1B6CnY016u7MSC,2024-01-10T18:11:08.000Z,27,12,0.0,Parcialmente nublado,20,Madrid,6 de octubre 2019
rec1BPKJj4G44fQoM,2024-01-10T18:12:34.000Z,17,10,0.0,Despejado,8,A Coruña,13 de febrero 2019
rec1Cn47y4reo8Uzi,2024-01-10T18:15:57.000Z,14,30,13.3,Llovizna,10,A Coruña,18 de diciembre 2020
rec1DtFFBOkzrmBEq,2024-01-10T18:05:25.000Z,26,7,0.0,Cielo cubierto,18,Málaga,5 de mayo 2020
rec1ESZg01Ncjk5p7,2024-01-10T18:15:12.000Z,20,6,0.0,Despejado,14,A Coruña,11 de octubre 2019
rec1ExaETMK9gC5Gm,2024-01-10T18:06:01.000Z,27,10,0.0,Despejado,19,Málaga,29 de junio 2019
rec1F4ed6ZH1EXKEM,2024-01-10T18:12:09.000Z,14,9,0.0,Despejado,7,A Coruña,5 de enero 2020
rec1FrCf066aj57Dq,2024-01-10T18:09:04.000Z,18,16,4.3,Lluvias fuertes o moderadas,10,Madrid,2 de abril 2021
rec1FuJ9ktOvsihRA,2024-01-10T18:09:29.000Z,17,33,4.9,Lluvias ligeras a intervalos,6,Madrid,9 de mayo 2021
rec1FzcP0dJiQCI8r,2024-01-10T18:13:42.000Z,25,31,0.0,Despejado,12,A Coruña,27 de mayo 2022
rec1G3SKXDtS2KyGE,2024-01-10T18:14:50.000Z,19,34,0.1,Parcialmente nublado,15,A Coruña,6 de septiembre 2019
rec1GVuZVmSTeNRCl,2024-01-10T18:05:43.000Z,22,16,0.0,Despejado,18,Málaga,31 de mayo 2019
rec1HH7r2pCNvSAdG,2024-01-10T18:10:02.000Z,38,31,0.0,Despejado,23,Madrid,29 de junio 2023
rec1JVeapbcs3hTQ5,2024-01-10T18:06:44.000Z,28,12,0.0,Despejado,26,Málaga,2 de septiembre 2019
rec1JjRGpaolVvEHF,2024-01-10T18:15:41.000Z,11,25,20.5,Lluvias fuertes o moderadas,2,A Coruña,25 de noviembre 2020
rec1Jv8Hkb52BYA2H,2024-01-10T18:10:53.000Z,30,16,0.8,Parcialmente nublado,21,Madrid,14 de septiembre 2020
rec1KNl5YYv1pdFo8,2024-01-10T18:11:54.000Z,13,20,1.1,Llovizna,10,Madrid,14 de diciembre 2020
rec1KR6raZsl8V3zQ,2024-01-10T18:13:17.000Z,16,25,5.6,Llovizna,9,A Coruña,21 de abril 2023
rec1ObhgswAQHBSye,2024-01-10T18:07:51.000Z,19,26,0.3,Lluvia moderada a intervalos,13,Málaga,11 de diciembre 2020
rec1Q5n9S6XRiqgjB,2024-01-10T18:09:27.000Z,29,22,0.0,Parcialmente nublado,14,Madrid,8 de mayo 2023
rec1QLexw1r4NESLc,2024-01-10T18:11:16.000Z,23,6,0.0,Despejado,15,Madrid,18 de octubre 2021
rec1Qjb62IeXAx8lB,2024-01-10T18:07:11.000Z,25,9,0.0,Cielo cubierto,19,Málaga,13 de octubre 2023
rec1Rb8xTHxtTokDr,2024-01-10T18:08:58.000Z,20,15,0.0,Parcialmente nublado,11,Madrid,24 de marzo 2021
rec1Rms2N3NKCKWSR,2024-01-10T18:11:07.000Z,29,8,0.0,Despejado,15,Madrid,3 de octubre 2019
rec1TKuwPrYeWx4C9,2024-01-10T18:12:30.000Z,11,26,1.2,Llovizna,7,A Coruña,8 de febrero 2019
rec1UxFofNHUlgPLp,2024-01-10T18:08:40.000Z,6,18,0.0,Cielo cubierto,1,Madrid,25 de febrero 2023
rec1We6O5s1l7qmlC,2024-01-10T18:09:26.000Z,29,13,0.0,Despejado,13,Madrid,5 de mayo 2023
rec1XETymwtUQGdpq,2024-01-10T18:14:59.000Z,25,22,0.0,Despejado,14,A Coruña,21 de septiembre 2022
rec1XKswHP8MQESWr,2024-01-10T18:05:09.000Z,17,11,0.0,Parcialmente nublado,9,Málaga,11 de abril 2020
rec1Xlh6ehWVnZhru,2024-01-10T18:12:39.000Z,17,13,0.0,Nublado,10,A Coruña,22 de febrero 2019
rec1XphgKT1haG2bj,2024-01-10T18:10:30.000Z,31,18,0.0,Despejado,20,Madrid,10 de agosto 2019
rec1YjPLJUeJ0lIoP,2024-01-10T18:16:03.000Z,13,11,1.1,Ligeras precipitaciones,10,A Coruña,26 de diciembre 2022
rec1ZnzVCVMLcJaEG,2024-01-10T18:04:36.000Z,15,20,0.0,Cielo cubierto,7,Málaga,24 de febrero 2023
rec1a12hJNIeQA3H6,2024-01-10T18:11:33.000Z,18,10,0.1,Parcialmente nublado,11,Madrid,13 de noviembre 2022
rec1aD4WIQZCqVahR,2024-01-10T18:07:03.000Z,26,8,0.0,Despejado,20,Málaga,1 de octubre 2023
rec1agMhmsLbaWxfL,2024-01-10T18:13:24.000Z,12,15,0.2,Lluvia moderada a intervalos,7,A Coruña,1 de mayo 2021
rec1ar32XncgRNT3w,2024-01-10T18:07:19.000Z,19,16,0.2,Despejado,14,Málaga,24 de octubre 2019
rec1b59BtZqRANLxp,2024-01-10T18:09:30.000Z,17,28,0.0,Parcialmente nublado,9,Madrid,12 de mayo 2021
rec1b5KXuEJxrbXid,2024-01-10T18:05:16.000Z,25,10,0.0,Despejado,15,Málaga,23 de abril 2023
rec1bULGxeavi1n3X,2024-01-10T18:10:53.000Z,24,21,0.0,Nublado,17,Madrid,14 de septiembre 2022
rec1bW39EcYrJwCTj,2024-01-10T18:11:22.000Z,20,9,0.0,Despejado,12,Madrid,28 de octubre 2021
rec1bdxvlSAwU243c,2024-01-10T18:12:44.000Z,12,22,2.4,Ligeras precipitaciones,9,A Coruña,2 de marzo 2021
rec1bhSbbAdQ10uhj,2024-01-10T18:14:14.000Z,29,14,0.2,Lluvia moderada a intervalos,19,A Coruña,15 de julio 2022
rec1byQMSK3QIicMI,2024-01-10T18:15:11.000Z,24,7,0.0,Parcialmente nublado,17,A Coruña,9 de octubre 2023
rec1cWEJTCxrNY574,2024-01-10T18:12:46.000Z,10,29,8.5,Ligeras precipitaciones,8,A Coruña,3 de marzo 2022
rec1cmvXyX9019Omb,2024-01-10T18:05:50.000Z,30,10,0.0,Parcialmente nublado,21,Málaga,11 de junio 2022
rec1dTojysp49JH2v,2024-01-10T18:07:06.000Z,25,10,0.0,Nublado,20,Málaga,5 de octubre 2023
rec1fAJQ3m5YDR2EM,2024-01-10T18:14:13.000Z,20,12,0.2,Lluvia moderada a intervalos,16,A Coruña,12 de julio 2023
rec1fHjbbQDGq8weT,2024-01-10T18:07:27.000Z,18,19,0.0,Despejado,10,Málaga,6 de noviembre 2021
rec1iMGJfZvCdySly,2024-01-10T18:06:20.000Z,32,10,0.0,Despejado,26,Málaga,28 de julio 2020
rec1iNNPOhfOR6p59,2024-01-10T18:11:58.000Z,12,5,0.3,Parcialmente nublado,6,Madrid,20 de diciembre 2020
rec1iQxKjfSDfAQl4,2024-01-10T18:07:39.000Z,19,15,0.0,Despejado,11,Málaga,24 de noviembre 2023
rec1kKUJeXqVTBdgY,2024-01-10T18:09:09.000Z,13,25,3.0,Intervalos de lluvias ligeras con tomenta en la región,4,Madrid,9 de abril 2019
rec1kkLc8Fd1TeTZH,2024-01-10T18:04:55.000Z,22,7,0.0,Despejado,12,Málaga,23 de marzo 2023
rec1l4qTZ2ARAB8DD,2024-01-10T18:15:53.000Z,11,27,19.2,Ligeras precipitaciones,9,A Coruña,11 de diciembre 2019
rec1l6yX0vyzCjqyj,2024-01-10T18:05:45.000Z,25,14,0.0,Despejado,19,Málaga,5 de junio 2023
rec1leQdr9GOZFtQj,2024-01-10T18:11:37.000Z,13,15,0.0,Cielo cubierto,8,Madrid,20 de noviembre 2021
rec1lsAsEf1qUTmCa,2024-01-10T18:12:23.000Z,16,20,0.0,Despejado,5,A Coruña,28 de enero 2022
rec1mTHg8tGcPnvBR,2024-01-10T18:15:22.000Z,13,21,18.8,Lluvias fuertes o moderadas,10,A Coruña,26 de octubre 2020
rec1oQZ01tTAMMVFZ,2024-01-10T18:13:58.000Z,16,22,1.3,Ligeras precipitaciones,13,A Coruña,20 de junio 2019
rec1pZpYv0Fgmwiqz,2024-01-10T18:15:33.000Z,17,14,0.0,Parcialmente nublado,12,A Coruña,13 de noviembre 2020
rec1q35HZmSSRyCvN,2024-01-10T18:10:33.000Z,34,20,0.0,Cielo cubierto,22,Madrid,15 de agosto 2023
rec1qnsDxfK8GAexH,2024-01-10T18:06:55.000Z,26,9,0.0,Despejado,22,Málaga,19 de septiembre 2019
rec1qy4mnVeMD3SsO,2024-01-10T18:07:20.000Z,18,26,1.1,Periodos de lluvia moderada,16,Málaga,26 de octubre 2020
rec1sZpEyysKP3AK8,2024-01-10T18:14:16.000Z,24,28,0.0,Despejado,13,A Coruña,17 de julio 2023
rec1tM4qlnp8p4Ouw,2024-01-10T18:05:10.000Z,17,15,0.1,Parcialmente nublado,13,Málaga,13 de abril 2021
rec1u3dCpgloNbPBx,2024-01-10T18:07:33.000Z,23,16,0.0,Nublado,17,Málaga,17 de noviembre 2022
rec1u6nFVZ7mJGaW5,2024-01-10T18:08:49.000Z,15,10,0.0,Parcialmente nublado,6,Madrid,10 de marzo 2021
rec1u8OgpKi398arj,2024-01-10T18:12:09.000Z,8,20,2.0,Lluvia moderada a intervalos,4,A Coruña,7 de enero 2021
rec1uEfwHCAsuyJy0,2024-01-10T18:13:31.000Z,16,13,1.5,Lluvia moderada a intervalos,10,A Coruña,10 de mayo 2020
rec1uFycNNNoZvBRL,2024-01-10T18:06:59.000Z,25,11,0.0,Lluvia moderada a intervalos,20,Málaga,26 de septiembre 2023
rec1ufaCti55OsmjA,2024-01-10T18:13:12.000Z,16,13,0.0,Cielo cubierto,9,A Coruña,13 de abril 2021
rec1uottuwuYtjP2C,2024-01-10T18:10:45.000Z,31,23,2.1,Despejado,20,Madrid,1 de septiembre 2023
rec1wEuGzYYuMHGQl,2024-01-10T18:06:01.000Z,30,16,0.0,Despejado,23,Málaga,30 de junio 2023
rec1wHyshpbZv4xl3,2024-01-10T18:15:27.000Z,15,54,13.0,Ligeras precipitaciones,10,A Coruña,2 de noviembre 2023
rec1wymX9KxrWOsVa,2024-01-10T18:11:01.000Z,19,20,0.0,Parcialmente nublado,12,Madrid,26 de septiembre 2020
rec1x0SgPEB1wNYwl,2024-01-10T18:08:35.000Z,17,9,0.0,Parcialmente nublado,9,Madrid,15 de febrero 2020
rec1xmXgFkzEOuOl3,2024-01-10T18:05:43.000Z,23,18,7.0,Intervalos de lluvias ligeras con tomenta en la región,17,Málaga,2 de junio 2023
rec1yT9Wq5hRSLgzy,2024-01-10T18:08:41.000Z,16,13,0.0,Parcialmente nublado,9,Madrid,26 de febrero 2021
rec1yZUxfo8Tlzr1Q,2024-01-10T18:12:59.000Z,15,13,0.0,Parcialmente nublado,8,A Coruña,24 de marzo 2020
rec1yfNuxvoNK0HCP,2024-01-10T18:12:35.000Z,15,34,9.2,Ligeras lluvias,11,A Coruña,16 de febrero 2020
rec1ym6Kiixi6gYoa,2024-01-10T18:13:14.000Z,20,26,0.0,Cielo cubierto,10,A Coruña,17 de abril 2023
rec1zCjVXboKFGsce,2024-01-10T18:11:03.000Z,28,9,0.0,Despejado,19,Madrid,28 de septiembre 2023
rec1zFWzLWBmOM6v1,2024-01-10T18:14:02.000Z,16,17,0.5,Lluvia moderada a intervalos,13,A Coruña,26 de junio 2021
rec1zUkfus4NiOXst,2024-01-10T18:05:52.000Z,32,14,0.0,Despejado,22,Málaga,16 de junio 2022
rec22STQXTtj5kPtX,2024-01-10T18:07:24.000Z,24,14,0.0,Parcialmente nublado,18,Málaga,3 de noviembre 2022
rec22hL2LIBPs4tCS,2024-01-10T18:11:59.000Z,10,6,0.0,Despejado,4,Madrid,24 de diciembre 2023
rec23ejlzJtdqER7S,2024-01-10T18:13:39.000Z,16,13,0.7,Lluvia moderada a intervalos,12,A Coruña,23 de mayo 2019
rec24pKaMMn7KEOAM,2024-01-10T18:12:36.000Z,13,23,2.7,Ligeras precipitaciones,9,A Coruña,17 de febrero 2021
rec24wbHFTgzsGm1W,2024-01-10T18:15:35.000Z,11,53,26.5,Lluvias fuertes o moderadas,9,A Coruña,14 de noviembre 2019
rec256FYaARcUiIni,2024-01-10T18:08:24.000Z,11,16,0.0,Cielo cubierto,8,Madrid,30 de enero 2020
rec25mVCmSlmuCBoN,2024-01-10T18:10:04.000Z,33,26,0.0,Despejado,27,Madrid,2 de julio 2021
rec25upd0AfgXYmwQ,2024-01-10T18:14:39.000Z,21,28,0.0,Despejado,16,A Coruña,21 de agosto 2019
rec26sTwYylBP2Mat,2024-01-10T18:11:25.000Z,19,7,0.0,Parcialmente nublado,12,Madrid,1 de noviembre 2022
